paragem_nome,gid_DMT,gid_AMP,Situação,Designaç,Designa_1,nome_oficial,Local,Freguesia,Linhas_STC,Linhas_UNI,Zona_Andan,longitude,latitude
Rua Bernardo Santareno,110,0,Ativa,Biquinha (Pavilhão Municipal),Bernardo Santareno,Biquinha (Pavilhão Municipal),Rua Bernardo Santareno,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),501,5008,MTS1,-8.672652334968918,41.17670889404161
Rua Barranha,111,0,Ativa,Barranha,Barranha,Barranha,Rua Barranha,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,"5004, 5006, 5009, 5010, 5014, 5015, 5017, 5102, 5103, 5104",MTS1,-8.666048303643676,41.18749793384086
Rua Barranha,112,0,Ativa,Barranha,Barranha,Barranha,Rua Barranha,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,"5004, 5005, 5009, 5010, 5014, 5015, 5017, 5018, 5102, 5103, 5104",MTS1,-8.66635882865838,41.18792302696967
Rua Regadio,114,0,Ativa,Sendim (Cemitério),Sendim (Cemitério),Sendim (Cemitério),Rua Regadio,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),505,"5002, 5005, 5102",MTS1,-8.675386256282552,41.189900780569666
Rua Regadio,113,0,Ativa,Sendim (Cemitério),Sendim (Cemitério),Sendim (Cemitério),Rua Regadio,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),505,"5002, 5006, 5102",MTS1,-8.675917054610222,41.1900743381262
Rua Rosas,115,0,Ativa,R. 9 de Julho,R. 9 de Julho,R. 9 de Julho,Rua Rosas,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5014, 5018",MTS2,-8.704688563970945,41.22697350030805
Rua Teófilo Carvalho dos Santos,116,0,Ativa,Aguiar,Aguiar,Aguiar,Rua Teófilo Carvalho dos Santos,"Santa Cruz do Bispo (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5004, 5009",MTS2,-8.674947941017907,41.20970699271393
Rua Teófilo Carvalho dos Santos,117,0,Ativa,Aguiar,Aguiar,Aguiar,Rua Teófilo Carvalho dos Santos,"Santa Cruz do Bispo (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5004, 5009",MTS2,-8.674849369848431,41.20963730522702
Rua Guilherme Felgueiras,118,0,Ativa,R. Guilherme Felgueiras,R. Guilherme Felgueiras,R. Guilherme Felgueiras,Rua Guilherme Felgueiras,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),N/A,"5001, 5005, 5101, 5102, 5104",MTS1,-8.673348987191769,41.180865323089805
Rua Guilherme Felgueiras,119,0,Ativa,R. Guilherme Felgueiras,R. Guilherme Felgueiras,R. Guilherme Felgueiras,Rua Guilherme Felgueiras,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),N/A,"5001, 5006, 5101, 5102, 5104",MTS1,-8.673162501893426,41.18083166348832
Rua São Brás,216,0,Ativa,Aldeia Baixo,Aldeia Baixo,Aldeia Baixo,Rua São Brás,"Santa Cruz do Bispo (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",508,N/A,MTS2,-8.67164944741906,41.22007423862888
Rua Chouso,213,0,Ativa,Capela de Nª Srª da Guia,Capela de Nª Srª da Guia,Capela de Nª Srª da Guia,Rua Chouso,"Santa Cruz do Bispo (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5009,MTS2,-8.674828051017041,41.218434456930986
Rua Chouso,207,0,Ativa,Chouso,Chouso,Chouso,Rua Chouso,"Santa Cruz do Bispo (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5009,MTS2,-8.676904563391275,41.222965566031064
Rua Chouso,199,0,Ativa,Telheira,Telheira,Telheira,Rua Chouso,"Santa Cruz do Bispo (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5009,MTS2,-8.67696581542224,41.22484568424992
Rua Cidres,198,0,Ativa,R. Oriental (Freixieiro),R. Oriental,R. Oriental (Freixieiro),Rua Cidres,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",601,"5004, 5013, 5102",MTS2,-8.680430072281071,41.22497799965203
Rua Cidres,202,0,Ativa,Farrapas,Farrapas,Farrapas,Rua Cidres,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",601,"5004, 5013, 5102",MTS2,-8.678623905206091,41.222363463278
Rua Cidres,203,0,Ativa,Farrapas (Tv. Trás),Tv. Trás,Farrapas (Tv. Trás),Rua Cidres,"Santa Cruz do Bispo (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",601,"5004, 5009, 5013, 5102",MTS2,-8.678884503122546,41.220043762351594
Alameda Infanta Dona Mafalda,205,0,Ativa,Gatanhal,Gatanhal,Gatanhal,Alameda Infanta Dona Mafalda,"Santa Cruz do Bispo (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",601,5009,MTS2,-8.67966857084166,41.21401486489219
Rua Farrapas,201,0,Ativa,Farrapas,Farrapas,Farrapas,Rua Farrapas,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5009,MTS2,-8.681368048253137,41.22174264583861
Rua Guilherme Jedim,460,0,Inativa,,,,Rua Guilherme Jedim,"Santa Cruz do Bispo (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",,,,-8.676689360691125,41.2185884589937
Rua Castanheiros,147,0,Ativa,Rua da Cruz,Rua da Cruz,Rua da Cruz,Rua Castanheiros,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5001, 5004, 5101",MTS3,-8.70677525333283,41.2533777729092
Rua Roberto Ivens,478,0,Ativa,S. Pedro,S. Pedro,S. Pedro,Rua Roberto Ivens,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),506,N/A,MTS1,-8.69405239071433,41.18514556886446
None,479,0,Inativa,,,,,,,,,-8.690645244513409,41.18143820117874
Rua D. Manuel I,262,0,Ativa,Ezequiel Campos,Ezequiel Campos,Ezequiel Campos,Rua D. Manuel I,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",505,N/A,MAI1,-8.628883708312475,41.21062009354039
Rua D. Manuel I,263,0,Ativa,Ezequiel Campos,Ezequiel Campos,Ezequiel Campos,Rua D. Manuel I,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",505,N/A,MAI1,-8.6288972071794,41.21052771834436
Rua D. Frei Estevão Vasques Pimentel,345,0,Ativa,Cristóvão Cernache,Cristóvão Cernache,Cristóvão Cernache,Rua D. Frei Estevão Vasques Pimentel,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",505,5024,MAI1,-8.6226644259016,41.20776758257566
Rua D. Frei Estevão Vasques Pimentel,344,0,Ativa,Cristóvão Cernache,Cristóvão Cernache,Cristóvão Cernache,Rua D. Frei Estevão Vasques Pimentel,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",505,N/A,MAI1,-8.622725043104706,41.207659328605544
Rua Ofélia da Cruz Costa,126,0,Ativa,Ofélia Cruz Costa,Ofélia Cruz Costa,Ofélia Cruz Costa,Rua Ofélia da Cruz Costa,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5001, 5101",MTS3,-8.721000779235045,41.25436241113028
Rua Ofélia da Cruz Costa,128,0,Ativa,Ten. Francisco Silva,Ten. Francisco Silva,Ten. Francisco Silva,Rua Ofélia da Cruz Costa,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5001, 5020, 5101",MTS3,-8.719502525433992,41.2520816276153
Rua Ofélia da Cruz Costa,127,0,Ativa,Ten. Francisco Silva,Ten. Francisco Silva,Ten. Francisco Silva,Rua Ofélia da Cruz Costa,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5001, 5020, 5101",MTS3,-8.719609918285244,41.25200848172349
Rua Ofélia da Cruz Costa,129,0,Ativa,Prof. Maria do Carmo Freire,Prof. Maria do Carmo Freire,Prof. Maria do Carmo Freire,Rua Ofélia da Cruz Costa,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5001, 5101",MTS3,-8.719055738717193,41.24905364886501
Rua Ofélia da Cruz Costa,130,0,Ativa,Prof. Maria do Carmo Freire,Prof. Maria do Carmo Freire,Prof. Maria do Carmo Freire,Rua Ofélia da Cruz Costa,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5001, 5020, 5101",MTS3,-8.718960378246729,41.24887355073126
Rua Padre Amaro,131,0,Ativa,Padre Amaro,Padre Amaro,Padre Amaro,Rua Padre Amaro,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5004,MTS3,-8.71849662187014,41.24809020712709
Rua Padre Amaro,132,0,Ativa,Padre Amaro,Padre Amaro,Padre Amaro,Rua Padre Amaro,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5004,MTS3,-8.718740917428887,41.24805203775932
Rua Agudela,137,0,Ativa,Praia do Marreco,Praia do Marreco,Praia do Marreco,Rua Agudela,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5001, 5004, 5101",MTS3,-8.72221481666057,41.23717291826626
Rua Seara,146,0,Ativa,Rua da Seara,Rua da Seara,Rua da Seara,Rua Seara,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),N/A,5008,MTS1,-8.67402414656644,41.18785319536862
Rua Avilhoso,156,0,Ativa,Avilhoso,Avilhoso,Avilhoso,Rua Avilhoso,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5016,MTS3,-8.70156450249349,41.247152288693805
Rua Linhares,222,0,Ativa,Tv. Pinguela,Tv. Pinguela,Tv. Pinguela,Rua Linhares,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",508,N/A,MTS2,-8.658746826074564,41.217353518683616
Rua Linhares,223,0,Ativa,Esposade (Metro),Esposade (Metro),Esposade (Metro),Rua Linhares,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",508,N/A,MTS1,-8.656859344588188,41.215889626584826
Sem Nome 38 - EM 545-3,224,0,Ativa,Esposade (Metro),Esposade (Metro),Esposade (Metro),Sem Nome 38 - EM 545-3,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",508,N/A,MTS1,-8.656611204617613,41.21552851043271
Rua Antero de Quental,380,0,Ativa,Antero de Quental,Antero de Quental,Antero de Quental,Rua Antero de Quental,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5009,MTS2,-8.683354012880184,41.223370489197634
Rua Veloso Salgado,237,0,Ativa,Rua Veloso Salgado,Rua Veloso Salgado,Rua Veloso Salgado,Rua Veloso Salgado,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),N/A,"5013, 5102",MTS2,-8.68538159291792,41.20343431963432
Rua Veloso Salgado,238,0,Ativa,Rua Veloso Salgado,Rua Veloso Salgado,Rua Veloso Salgado,Rua Veloso Salgado,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),N/A,"5013, 5102",MTS2,-8.685636433701953,41.20378179352149
Rua Óscar da Silva,244,0,Ativa,Monte Espinho,Monte Espinho,Monte Espinho,Rua Óscar da Silva,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),508,"5012, 5014, 5101",MTS2,-8.695163938931014,41.21162333364189
Rua Lomba,139,0,Ativa,Regedoura (Rotunda),Regedoura,Regedoura (Rotunda),Rua Lomba,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",503,"5004, 5009, 5014, 5102",MTS1,-8.665057487514517,41.20350090788903
Rua Lomba,125,0,Ativa,Regedoura (Rotunda),Regedoura,Regedoura (Rotunda),Rua Lomba,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",503,"5004, 5009, 5014, 5102",MTS1,-8.665159844599083,41.20367554007524
Rua Óscar da Silva,246,0,Ativa,Almeiriga,Almeiriga,Almeiriga,Rua Óscar da Silva,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),508,"5012, 5014, 5016, 5101",MTS2,-8.696445531587761,41.20836139545484
Rua Óscar da Silva,248,0,Ativa,R. Óscar Silva,R. Óscar Silva,R. Óscar Silva,Rua Óscar da Silva,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),N/A,"5012, 5014, 5016, 5101",MTS2,-8.69740307471015,41.20376309257647
Rua Óscar da Silva,250,0,Ativa,Amorosa,Amorosa,Amorosa,Rua Óscar da Silva,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),508,"5012, 5014, 5016, 5101",MTS2,-8.69681747300605,41.20212388712556
Rua Mainça,255,0,Ativa,Moinhos,Moinhos,Moinhos,Rua Mainça,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),505,N/A,MAI1,-8.618647356796501,41.19390701050734
Rua Seara,264,0,Ativa,Bairro da Seara,Bairro da Seara,Bairro da Seara,Rua Seara,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),N/A,5007,MTS1,-8.672122183986183,41.188751109923054
Rua Seara,265,0,Ativa,Bairro da Seara,Bairro da Seara,Bairro da Seara,Rua Seara,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),N/A,5008,MTS1,-8.672156107044582,41.18866100022018
Rua Cruz de Pau,275,0,Ativa,Estádio do Mar,Estádio do Mar,Estádio do Mar,Rua Cruz de Pau,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,"5006, 5007",MTS1,-8.669235407458565,41.18283216817048
Rua Cruz de Pau,276,0,Ativa,Estádio do Mar,Estádio do Mar,Estádio do Mar,Rua Cruz de Pau,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,"5005, 5008",MTS1,-8.66890301240454,41.182907091884516
Rua Nova do Estádio,277,0,Ativa,Centro de Congressos,Centro de Congressos,Centro de Congressos,Rua Nova do Estádio,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5008,MTS1,-8.666776947839805,41.1854511323719
Avenida Dr. Edison Magalhães,280,0,Ativa,Leixões Sport Clube,Leixões Sport Clube,Leixões Sport Clube,Avenida Dr. Edison Magalhães,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5005,MTS1,-8.666964635904506,41.18238984322773
Avenida Engenheiro António Jorge Oliveira Maia,288,0,Ativa,Passos Manuel,Passos Manuel,Passos Manuel,Avenida Engenheiro António Jorge Oliveira Maia,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,"5009, 5013, 5102",MTS1,-8.664737124464617,41.19753412790943
Avenida Joaquim Neves dos Santos,289,0,Ativa,Guifões (Bairro),Guifões (Bairro),Guifões (Bairro),Avenida Joaquim Neves dos Santos,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,"5005, 5009, 5013, 5102",MTS1,-8.666957712896844,41.194745993517905
Avenida Joaquim Neves dos Santos,290,0,Ativa,Joaquim Neves Santos,Joaquim Neves Santos,Joaquim Neves Santos,Avenida Joaquim Neves dos Santos,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),N/A,"5005, 5009, 5013, 5102",MTS1,-8.66874359303216,41.192007217463676
Rua Sarilho,291,0,Ativa,Sarilho,Sarilho,Sarilho,Rua Sarilho,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),N/A,"5006, 5009, 5013",MTS1,-8.66876591403023,41.191108477253046
Rua Sarilho,292,0,Ativa,Sarilho,Sarilho,Sarilho,Rua Sarilho,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),N/A,"5005, 5009, 5013",MTS1,-8.668569414085619,41.19106793709883
Avenida Vasco da Gama,298,0,Ativa,Vasco da Gama (Metro),Vasco da Gama (Metro),Vasco da Gama (Metro),Avenida Vasco da Gama,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),503,"5004, 5010, 5014, 5017, 5103",MTS1,-8.66030855416595,41.1905616425881
Avenida Vasco da Gama,299,0,Ativa,Centro Saúde Sra Hora,Centro de Saúde Sra Hora,Centro Saúde Sra Hora,Avenida Vasco da Gama,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),503,"5004, 5014, 5018",MTS1,-8.658599828068619,41.19114804514558
Avenida Vasco da Gama,300,0,Ativa,Escola da Barranha,Escola da Barranha,Escola da Barranha,Avenida Vasco da Gama,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,"5004, 5010, 5014, 5015, 5017, 5103",MTS1,-8.66363034736411,41.18979501406702
None,301,0,Inativa,,,,,,,,,-8.65265471735997,41.18069873484711
Avenida Dr. Manuel Teixeira Ruela,302,0,Ativa,Sete Bicas,Sete Bicas,Sete Bicas,Avenida Dr. Manuel Teixeira Ruela,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),504,"5001, 5004, 5021, 5101",PRT2,-8.653120374741393,41.18264959328415
Avenida Fabril do Norte,303,0,Ativa,Padre António Porto,Padre António Porto,Padre António Porto,Avenida Fabril do Norte,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),506,N/A,PRT2,-8.653685184138897,41.18503362810197
Rua São Gens,309,0,Ativa,R. da Fonte Velha,R. da Fonte Velha,R. da Fonte Velha,Rua São Gens,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,"5010, 5011, 5017, 5102, 5103, 5104",MAI1,-8.634723711568226,41.19264138906857
Rua Avilhó,311,0,Ativa,Rui Gameiro,Rui Gameiro,Rui Gameiro,Rua Avilhó,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",508,"5015, 5102",MAI1,-8.639489558275917,41.19379512210797
Rua Teixeira Lopes,312,0,Ativa,Avilhó,Avilhó,Avilhó,Rua Teixeira Lopes,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",508,"5015, 5102",MAI1,-8.639881488043423,41.19664231348301
Rua Teixeira Lopes,313,0,Ativa,Alto do Monte,Alto do Monte,Alto do Monte,Rua Teixeira Lopes,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,"5015, 5102",MAI1,-8.640186431040116,41.19730121092113
Rua Teixeira Lopes,314,0,Ativa,Alto do Monte,Alto do Monte,Alto do Monte,Rua Teixeira Lopes,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5015,MAI1,-8.640435118836914,41.197637600545534
Rua Teixeira Lopes,316,0,Ativa,Custóias (Feira),Custóias (Feira),Custóias (Feira),Rua Teixeira Lopes,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",508,N/A,MAI1,-8.643646868510874,41.20216393612221
Rua Gatões,320,0,Ativa,R. 26 de Agosto,R. 26 de Agosto,R. 26 de Agosto,Rua Gatões,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5015,MAI1,-8.654195441290119,41.20474315845831
IP4,321,0,Ativa,Bairro João Paulo II,Bairro João Paulo II,Bairro João Paulo II,IP4,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5015,MAI1,-8.653913284076552,41.20288609922473
Rua General José Vicente de Freitas,323,0,Ativa,Monte dos Pipos,Monte dos Pipos,Monte dos Pipos,Rua General José Vicente de Freitas,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",505,"5002, 5015, 5102",MTS1,-8.657521243503933,41.19965453306468
Rua Comandante Quelhas Lima,330,0,Ativa,Pedra Verde,Pedra Verde,Pedra Verde,Rua Comandante Quelhas Lima,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),505,N/A,MAI1,-8.616603681245868,41.19351083043294
Rua Comandante Quelhas Lima,331,0,Ativa,Pedra Verde,Pedra Verde,Pedra Verde,Rua Comandante Quelhas Lima,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),505,N/A,MAI1,-8.616839533908609,41.193330684399655
Rua Comandante Quelhas Lima,332,0,Ativa,Vilar,Vilar,Vilar,Rua Comandante Quelhas Lima,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),505,N/A,MAI1,-8.61413635098899,41.19528113864727
Rua Comandante Quelhas Lima,333,0,Ativa,Vilar,Vilar,Vilar,Rua Comandante Quelhas Lima,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),505,N/A,MAI1,-8.614485890329384,41.19503238533125
Rua Sá e Melo,334,0,Ativa,Sá e Melo,Sá e Melo,Sá e Melo,Rua Sá e Melo,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),505,N/A,MAI1,-8.611467497958113,41.19600512069801
Rua Godinho de Faria,335,0,Ativa,Sá e Melo,Sá e Melo,Sá e Melo,Rua Godinho de Faria,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),"600, 4M","6305, 6313",MAI1,-8.610891933508144,41.19637052762884
Avenida Engenheiro António Jorge Oliveira Maia,356,0,Ativa,Rua Musical,Rua Musical,Rua Musical,Avenida Engenheiro António Jorge Oliveira Maia,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,"5004, 5009, 5102",MTS1,-8.663739150656879,41.20192743271857
None,355,0,Inativa,,,,,,,,,-8.663882676876757,41.202048936708195
Rua Ferroviário,358,0,Ativa,R. Ferroviário,R. Ferroviário,R. Ferroviário,Rua Ferroviário,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",503,"5014, 5102",MTS1,-8.661558426341768,41.209434837133514
IP4,363,0,Ativa,Abel Salazar,Abel Salazar,Abel Salazar,IP4,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),604,N/A,MAI1,-8.608763219689745,41.199256240310866
