place_name,lat,lon,sun_04,sun_05,sun_06,sun_07,sun_08,sun_09,sun_10,sun_11,sun_12,sun_13,sun_14,sun_15,sun_16,sun_17,sun_18,sun_19,sun_20,sun_21,sun_22,sun_23,sun_00,sun_01,sun_02,sun_03,mon_04,mon_05,mon_06,mon_07,mon_08,mon_09,mon_10,mon_11,mon_12,mon_13,mon_14,mon_15,mon_16,mon_17,mon_18,mon_19,mon_20,mon_21,mon_22,mon_23,mon_00,mon_01,mon_02,mon_03,tue_04,tue_05,tue_06,tue_07,tue_08,tue_09,tue_10,tue_11,tue_12,tue_13,tue_14,tue_15,tue_16,tue_17,tue_18,tue_19,tue_20,tue_21,tue_22,tue_23,tue_00,tue_01,tue_02,tue_03,wed_04,wed_05,wed_06,wed_07,wed_08,wed_09,wed_10,wed_11,wed_12,wed_13,wed_14,wed_15,wed_16,wed_17,wed_18,wed_19,wed_20,wed_21,wed_22,wed_23,wed_00,wed_01,wed_02,wed_03,thu_04,thu_05,thu_06,thu_07,thu_08,thu_09,thu_10,thu_11,thu_12,thu_13,thu_14,thu_15,thu_16,thu_17,thu_18,thu_19,thu_20,thu_21,thu_22,thu_23,thu_00,thu_01,thu_02,thu_03,fri_04,fri_05,fri_06,fri_07,fri_08,fri_09,fri_10,fri_11,fri_12,fri_13,fri_14,fri_15,fri_16,fri_17,fri_18,fri_19,fri_20,fri_21,fri_22,fri_23,fri_00,fri_01,fri_02,fri_03,sat_04,sat_05,sat_06,sat_07,sat_08,sat_09,sat_10,sat_11,sat_12,sat_13,sat_14,sat_15,sat_16,sat_17,sat_18,sat_19,sat_20,sat_21,sat_22,sat_23,sat_00,sat_01,sat_02,sat_03
Quinta do Viso,41.18679121071704,-8.641744233285182,45.0,36.0,81.0,72.0,81.0,81.0,54.0,27.0,45.0,18.0,9.0,9.0,27.0,36.0,36.0,45.0,45.0,45.0,63.0,45.0,63.0,63.0,90.0,72.0,100.0,90.0,54.0,45.0,54.0,63.0,36.0,45.0,27.0,36.0,36.0,36.0,27.0,45.0,54.0,90.0,63.0,45.0,36.0,63.0,63.0,72.0,72.0,90.0,45.0,45.0,45.0,45.0,36.0,54.0,63.0,63.0,81.0,54.0,63.0,63.0,72.0,54.0,45.0,45.0,36.0,45.0,54.0,81.0,81.0,81.0,54.0,36.0,36.0,36.0,36.0,45.0,72.0,45.0,36.0,45.0,81.0,81.0,63.0,45.0,63.0,63.0,63.0,54.0,81.0,90.0,63.0,54.0,36.0,54.0,54.0,54.0,54.0,63.0,63.0,54.0,72.0,54.0,36.0,45.0,45.0,54.0,54.0,36.0,27.0,27.0,27.0,45.0,36.0,36.0,36.0,54.0,81.0,54.0,36.0,45.0,27.0,18.0,9.0,9.0,27.0,45.0,36.0,63.0,81.0,72.0,72.0,90.0,81.0,81.0,90.0,63.0,36.0,18.0,18.0,18.0,27.0,36.0,63.0,36.0,45.0,54.0,45.0,36.0,45.0,54.0,45.0,18.0,27.0,63.0,45.0,54.0,36.0,36.0,27.0,36.0,18.0,27.0,45.0,45.0,54.0,45.0,27.0,27.0
Quinta do Viso,41.18677466937192,-8.641443719131479,53.0,38.0,69.0,84.0,69.0,53.0,61.0,76.0,53.0,61.0,30.0,38.0,53.0,69.0,69.0,46.0,30.0,15.0,30.0,53.0,53.0,23.0,30.0,30.0,53.0,38.0,38.0,38.0,30.0,30.0,38.0,30.0,7.0,7.0,30.0,38.0,69.0,76.0,61.0,69.0,84.0,61.0,46.0,38.0,30.0,30.0,46.0,38.0,7.0,15.0,23.0,15.0,23.0,38.0,53.0,53.0,61.0,46.0,46.0,30.0,23.0,38.0,61.0,53.0,30.0,30.0,38.0,30.0,23.0,15.0,15.0,7.0,30.0,30.0,38.0,53.0,53.0,61.0,53.0,38.0,38.0,53.0,53.0,76.0,84.0,84.0,61.0,46.0,46.0,69.0,84.0,69.0,46.0,46.0,46.0,46.0,38.0,23.0,23.0,46.0,84.0,92.0,61.0,23.0,23.0,38.0,38.0,53.0,53.0,53.0,46.0,23.0,23.0,30.0,38.0,46.0,30.0,15.0,7.0,30.0,46.0,38.0,46.0,46.0,61.0,61.0,30.0,15.0,15.0,15.0,7.0,30.0,53.0,84.0,84.0,61.0,38.0,46.0,69.0,53.0,53.0,53.0,46.0,38.0,38.0,46.0,38.0,30.0,30.0,53.0,53.0,100.0,92.0,100.0,61.0,61.0,53.0,61.0,61.0,69.0,76.0,53.0,46.0,30.0,46.0,23.0,7.0,23.0
Horácio Marçal,41.1870535690796,-8.638072192635002,66.0,60.0,66.0,53.0,60.0,53.0,40.0,26.0,13.0,20.0,33.0,26.0,33.0,26.0,20.0,26.0,26.0,46.0,46.0,33.0,20.0,26.0,33.0,46.0,86.0,66.0,53.0,60.0,46.0,60.0,33.0,46.0,66.0,80.0,73.0,66.0,40.0,33.0,26.0,40.0,26.0,40.0,60.0,73.0,73.0,66.0,60.0,73.0,13.0,13.0,20.0,33.0,46.0,40.0,53.0,53.0,73.0,60.0,40.0,26.0,20.0,26.0,33.0,66.0,60.0,46.0,33.0,26.0,33.0,53.0,46.0,33.0,66.0,66.0,80.0,60.0,53.0,53.0,40.0,40.0,53.0,33.0,13.0,20.0,40.0,60.0,60.0,66.0,53.0,26.0,20.0,20.0,26.0,40.0,33.0,46.0,6.0,13.0,33.0,46.0,46.0,60.0,40.0,26.0,40.0,33.0,60.0,66.0,66.0,53.0,73.0,46.0,60.0,40.0,33.0,6.0,6.0,13.0,13.0,13.0,33.0,26.0,40.0,40.0,20.0,20.0,20.0,13.0,6.0,6.0,13.0,20.0,20.0,20.0,46.0,26.0,26.0,33.0,46.0,60.0,53.0,60.0,40.0,40.0,33.0,20.0,26.0,40.0,46.0,60.0,93.0,100.0,100.0,53.0,40.0,40.0,26.0,40.0,26.0,33.0,40.0,60.0,53.0,40.0,33.0,26.0,33.0,40.0
Horácio Marçal,41.18697277758928,-8.63800821598855,41.0,50.0,58.0,50.0,33.0,8.0,25.0,41.0,66.0,50.0,25.0,16.0,25.0,16.0,25.0,66.0,58.0,58.0,33.0,41.0,66.0,50.0,58.0,33.0,91.0,58.0,33.0,16.0,25.0,16.0,33.0,41.0,33.0,50.0,58.0,91.0,58.0,66.0,50.0,66.0,50.0,25.0,16.0,16.0,41.0,66.0,75.0,66.0,33.0,33.0,50.0,50.0,58.0,41.0,66.0,58.0,58.0,58.0,33.0,33.0,25.0,33.0,41.0,50.0,58.0,75.0,66.0,75.0,33.0,16.0,25.0,33.0,50.0,66.0,33.0,33.0,33.0,58.0,58.0,100.0,66.0,50.0,33.0,33.0,50.0,50.0,66.0,33.0,16.0,8.0,16.0,25.0,25.0,33.0,41.0,33.0,50.0,41.0,25.0,16.0,33.0,41.0,58.0,58.0,83.0,75.0,83.0,58.0,41.0,41.0,83.0,91.0,100.0,66.0,50.0,33.0,25.0,25.0,41.0,58.0,41.0,41.0,41.0,58.0,83.0,91.0,100.0,75.0,83.0,66.0,75.0,41.0,50.0,75.0,58.0,75.0,58.0,83.0,83.0,83.0,50.0,75.0,66.0,50.0,25.0,8.0,8.0,25.0,25.0,16.0,25.0,25.0,33.0,25.0,33.0,16.0,33.0,58.0,83.0,75.0,75.0,66.0,58.0,33.0,33.0,50.0,25.0,16.0
C. F. Padroense,41.18584300823187,-8.635867006759758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. F. Padroense,41.18580710799224,-8.635659066750897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbeitos,41.18334882075379,-8.63402713088376,33.0,38.0,22.0,38.0,44.0,66.0,61.0,33.0,27.0,22.0,27.0,27.0,22.0,11.0,16.0,38.0,38.0,33.0,44.0,44.0,50.0,38.0,22.0,33.0,11.0,22.0,22.0,22.0,33.0,33.0,44.0,33.0,38.0,44.0,33.0,27.0,11.0,11.0,27.0,33.0,44.0,50.0,83.0,50.0,38.0,16.0,5.0,5.0,33.0,27.0,16.0,27.0,33.0,50.0,44.0,44.0,33.0,50.0,33.0,27.0,33.0,55.0,88.0,100.0,100.0,83.0,66.0,27.0,27.0,16.0,27.0,38.0,11.0,16.0,27.0,38.0,33.0,16.0,16.0,16.0,33.0,33.0,38.0,27.0,38.0,38.0,50.0,44.0,55.0,33.0,16.0,11.0,16.0,16.0,11.0,5.0,16.0,27.0,33.0,33.0,50.0,61.0,61.0,61.0,38.0,55.0,38.0,38.0,44.0,44.0,38.0,27.0,27.0,11.0,11.0,16.0,22.0,27.0,27.0,22.0,50.0,55.0,72.0,61.0,44.0,16.0,5.0,5.0,27.0,33.0,38.0,44.0,50.0,61.0,44.0,27.0,33.0,22.0,38.0,44.0,55.0,61.0,38.0,38.0,44.0,61.0,55.0,44.0,38.0,22.0,22.0,16.0,16.0,27.0,22.0,22.0,50.0,66.0,66.0,66.0,66.0,44.0,50.0,27.0,27.0,16.0,22.0,27.0
Barbeitos,41.18342573273779,-8.634046892382344,33.0,38.0,22.0,38.0,44.0,66.0,61.0,33.0,27.0,22.0,27.0,27.0,22.0,11.0,16.0,38.0,38.0,33.0,44.0,44.0,50.0,38.0,22.0,33.0,11.0,22.0,22.0,22.0,33.0,33.0,44.0,33.0,38.0,44.0,33.0,27.0,11.0,11.0,27.0,33.0,44.0,50.0,83.0,50.0,38.0,16.0,5.0,5.0,33.0,27.0,16.0,27.0,33.0,50.0,44.0,44.0,33.0,50.0,33.0,27.0,33.0,55.0,88.0,100.0,100.0,83.0,66.0,27.0,27.0,16.0,27.0,38.0,11.0,16.0,27.0,38.0,33.0,16.0,16.0,16.0,33.0,33.0,38.0,27.0,38.0,38.0,50.0,44.0,55.0,33.0,16.0,11.0,16.0,16.0,11.0,5.0,16.0,27.0,33.0,33.0,50.0,61.0,61.0,61.0,38.0,55.0,38.0,38.0,44.0,44.0,38.0,27.0,27.0,11.0,11.0,16.0,22.0,27.0,27.0,22.0,50.0,55.0,72.0,61.0,44.0,16.0,5.0,5.0,27.0,33.0,38.0,44.0,50.0,61.0,44.0,27.0,33.0,22.0,38.0,44.0,55.0,61.0,38.0,38.0,44.0,61.0,55.0,44.0,38.0,22.0,22.0,16.0,16.0,27.0,22.0,22.0,50.0,66.0,66.0,66.0,66.0,44.0,50.0,27.0,27.0,16.0,22.0,27.0
Barbeitos,41.18346218897077,-8.633508430422122,30.0,53.0,69.0,53.0,61.0,46.0,53.0,38.0,38.0,53.0,38.0,38.0,23.0,15.0,46.0,46.0,46.0,15.0,15.0,23.0,46.0,53.0,38.0,38.0,61.0,46.0,46.0,38.0,38.0,7.0,15.0,30.0,30.0,46.0,38.0,38.0,46.0,38.0,84.0,92.0,92.0,46.0,23.0,15.0,30.0,38.0,30.0,46.0,61.0,30.0,15.0,15.0,38.0,38.0,46.0,23.0,46.0,38.0,30.0,30.0,23.0,7.0,0.0,7.0,30.0,53.0,69.0,53.0,61.0,69.0,92.0,84.0,38.0,38.0,38.0,23.0,7.0,7.0,15.0,38.0,23.0,23.0,23.0,30.0,38.0,30.0,61.0,61.0,46.0,53.0,69.0,92.0,100.0,92.0,76.0,61.0,53.0,46.0,46.0,38.0,38.0,38.0,30.0,30.0,53.0,38.0,53.0,69.0,92.0,76.0,38.0,30.0,53.0,53.0,23.0,15.0,15.0,30.0,46.0,69.0,15.0,30.0,69.0,69.0,76.0,69.0,38.0,23.0,30.0,61.0,46.0,38.0,30.0,38.0,30.0,46.0,46.0,38.0,53.0,61.0,61.0,30.0,7.0,0.0,30.0,30.0,30.0,38.0,30.0,46.0,53.0,100.0,53.0,46.0,7.0,0.0,7.0,15.0,46.0,69.0,69.0,61.0,46.0,69.0,46.0,30.0,7.0,15.0
Barbeitos,41.18339834475083,-8.633507628570447,30.0,53.0,69.0,53.0,61.0,46.0,53.0,38.0,38.0,53.0,38.0,38.0,23.0,15.0,46.0,46.0,46.0,15.0,15.0,23.0,46.0,53.0,38.0,38.0,61.0,46.0,46.0,38.0,38.0,7.0,15.0,30.0,30.0,46.0,38.0,38.0,46.0,38.0,84.0,92.0,92.0,46.0,23.0,15.0,30.0,38.0,30.0,46.0,61.0,30.0,15.0,15.0,38.0,38.0,46.0,23.0,46.0,38.0,30.0,30.0,23.0,7.0,0.0,7.0,30.0,53.0,69.0,53.0,61.0,69.0,92.0,84.0,38.0,38.0,38.0,23.0,7.0,7.0,15.0,38.0,23.0,23.0,23.0,30.0,38.0,30.0,61.0,61.0,46.0,53.0,69.0,92.0,100.0,92.0,76.0,61.0,53.0,46.0,46.0,38.0,38.0,38.0,30.0,30.0,53.0,38.0,53.0,69.0,92.0,76.0,38.0,30.0,53.0,53.0,23.0,15.0,15.0,30.0,46.0,69.0,15.0,30.0,69.0,69.0,76.0,69.0,38.0,23.0,30.0,61.0,46.0,38.0,30.0,38.0,30.0,46.0,46.0,38.0,53.0,61.0,61.0,30.0,7.0,0.0,30.0,30.0,30.0,38.0,30.0,46.0,53.0,100.0,53.0,46.0,7.0,0.0,7.0,15.0,46.0,69.0,69.0,61.0,46.0,69.0,46.0,30.0,7.0,15.0
R. Henrique Medina,41.18215522744784,-8.633271807107183,35.0,57.0,64.0,50.0,28.0,28.0,64.0,78.0,100.0,100.0,64.0,42.0,28.0,21.0,21.0,28.0,21.0,14.0,14.0,35.0,42.0,42.0,14.0,21.0,50.0,35.0,35.0,35.0,50.0,35.0,57.0,35.0,14.0,0.0,14.0,28.0,28.0,35.0,35.0,42.0,42.0,57.0,71.0,71.0,71.0,50.0,28.0,42.0,35.0,50.0,57.0,57.0,42.0,28.0,35.0,42.0,50.0,57.0,42.0,42.0,42.0,50.0,35.0,42.0,35.0,35.0,35.0,42.0,71.0,78.0,71.0,57.0,42.0,28.0,42.0,28.0,28.0,35.0,35.0,50.0,57.0,64.0,42.0,21.0,35.0,42.0,35.0,35.0,35.0,28.0,28.0,50.0,42.0,42.0,50.0,28.0,42.0,42.0,57.0,42.0,28.0,42.0,64.0,57.0,35.0,21.0,7.0,7.0,7.0,28.0,28.0,14.0,21.0,21.0,21.0,21.0,21.0,35.0,50.0,42.0,21.0,50.0,57.0,50.0,35.0,21.0,35.0,50.0,28.0,7.0,14.0,21.0,28.0,28.0,35.0,35.0,42.0,42.0,42.0,21.0,7.0,7.0,14.0,14.0,35.0,42.0,50.0,50.0,64.0,57.0,50.0,35.0,50.0,42.0,28.0,21.0,7.0,0.0,7.0,7.0,28.0,64.0,71.0,64.0,35.0,21.0,21.0,42.0
R. Henrique Medina,41.18223398829355,-8.633173262648363,22.0,27.0,22.0,33.0,27.0,44.0,38.0,44.0,38.0,27.0,38.0,27.0,50.0,44.0,38.0,33.0,27.0,27.0,16.0,5.0,0.0,11.0,11.0,27.0,44.0,50.0,44.0,38.0,11.0,16.0,16.0,22.0,22.0,27.0,11.0,16.0,11.0,27.0,44.0,83.0,100.0,61.0,38.0,22.0,38.0,38.0,44.0,44.0,16.0,27.0,50.0,38.0,22.0,16.0,27.0,50.0,38.0,38.0,22.0,44.0,33.0,61.0,50.0,50.0,27.0,27.0,38.0,38.0,50.0,55.0,50.0,33.0,22.0,22.0,22.0,27.0,33.0,44.0,38.0,61.0,50.0,44.0,38.0,27.0,38.0,33.0,38.0,22.0,33.0,16.0,16.0,27.0,27.0,44.0,33.0,38.0,44.0,44.0,50.0,55.0,55.0,61.0,44.0,55.0,38.0,33.0,22.0,11.0,11.0,11.0,27.0,22.0,16.0,5.0,5.0,16.0,22.0,33.0,50.0,38.0,55.0,55.0,38.0,38.0,11.0,5.0,11.0,22.0,16.0,16.0,27.0,50.0,27.0,22.0,16.0,27.0,22.0,22.0,27.0,44.0,61.0,72.0,83.0,72.0,38.0,33.0,27.0,33.0,44.0,33.0,55.0,38.0,33.0,27.0,16.0,22.0,38.0,33.0,11.0,5.0,22.0,22.0,5.0,5.0,22.0,44.0,61.0,50.0
Monte dos Burgos,41.18037054273881,-8.630914917643407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monte dos Burgos,41.1804597996488,-8.630952434858894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Diu,41.18321228888646,-8.623520241914653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Damão,41.18382856099159,-8.626778156822592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Amieira,41.18630599533261,-8.625802666755838,46.0,26.0,40.0,40.0,33.0,33.0,40.0,53.0,40.0,66.0,73.0,73.0,53.0,46.0,40.0,40.0,46.0,33.0,26.0,13.0,26.0,33.0,53.0,40.0,46.0,33.0,53.0,73.0,66.0,60.0,66.0,60.0,66.0,46.0,46.0,46.0,40.0,53.0,60.0,80.0,46.0,26.0,26.0,20.0,26.0,33.0,66.0,46.0,26.0,20.0,6.0,6.0,13.0,13.0,13.0,20.0,53.0,80.0,80.0,53.0,26.0,46.0,60.0,86.0,66.0,60.0,40.0,40.0,40.0,53.0,40.0,33.0,20.0,13.0,26.0,40.0,40.0,40.0,33.0,26.0,46.0,86.0,53.0,40.0,53.0,73.0,86.0,73.0,73.0,73.0,53.0,53.0,40.0,26.0,6.0,6.0,33.0,40.0,26.0,20.0,26.0,60.0,53.0,46.0,33.0,26.0,53.0,73.0,86.0,80.0,80.0,66.0,60.0,46.0,53.0,40.0,33.0,26.0,20.0,20.0,53.0,46.0,33.0,26.0,40.0,33.0,26.0,13.0,40.0,26.0,46.0,46.0,53.0,26.0,33.0,46.0,53.0,80.0,66.0,66.0,46.0,60.0,60.0,66.0,13.0,13.0,26.0,53.0,60.0,66.0,86.0,100.0,100.0,80.0,53.0,33.0,26.0,46.0,26.0,26.0,26.0,33.0,46.0,53.0,46.0,33.0,40.0,26.0
Estação de recolha,41.1853880220865,-8.623629930555955,22.0,30.0,23.0,15.0,8.0,8.0,11.0,18.0,23.0,24.0,20.0,17.0,21.0,28.0,37.0,41.0,40.0,40.0,30.0,25.0,18.0,16.0,13.0,16.0,40.0,66.0,62.0,51.0,45.0,49.0,59.0,70.0,74.0,69.0,61.0,53.0,50.0,51.0,62.0,83.0,92.0,84.0,58.0,37.0,27.0,24.0,21.0,27.0,50.0,78.0,79.0,67.0,52.0,56.0,67.0,83.0,86.0,81.0,72.0,60.0,50.0,45.0,57.0,82.0,100.0,95.0,63.0,39.0,29.0,29.0,24.0,29.0,35.0,60.0,61.0,51.0,45.0,51.0,61.0,67.0,70.0,76.0,75.0,69.0,60.0,53.0,61.0,84.0,100.0,92.0,58.0,35.0,19.0,15.0,15.0,22.0,39.0,67.0,68.0,59.0,48.0,51.0,60.0,69.0,70.0,67.0,64.0,59.0,49.0,44.0,51.0,66.0,76.0,76.0,54.0,37.0,25.0,18.0,12.0,20.0,41.0,67.0,70.0,59.0,45.0,47.0,59.0,73.0,76.0,78.0,74.0,71.0,60.0,54.0,55.0,65.0,75.0,77.0,53.0,36.0,25.0,24.0,20.0,26.0,19.0,35.0,34.0,29.0,25.0,23.0,23.0,22.0,21.0,18.0,16.0,15.0,17.0,21.0,27.0,34.0,44.0,49.0,43.0,33.0,29.0,26.0,17.0,16.0
R. Tronco,41.18579281644793,-8.623539920396476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Tronco 2,41.18850403785255,-8.624997980222323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Seixo,41.19134030865828,-8.629649857037034,11.0,8.0,9.0,9.0,19.0,24.0,33.0,31.0,33.0,33.0,34.0,36.0,43.0,53.0,63.0,70.0,74.0,77.0,81.0,68.0,38.0,23.0,16.0,12.0,17.0,18.0,23.0,33.0,29.0,23.0,17.0,21.0,26.0,27.0,28.0,25.0,30.0,38.0,57.0,72.0,87.0,99.0,100.0,86.0,51.0,31.0,24.0,20.0,19.0,26.0,32.0,33.0,29.0,21.0,20.0,21.0,22.0,23.0,29.0,35.0,46.0,57.0,68.0,73.0,81.0,88.0,97.0,88.0,59.0,41.0,24.0,18.0,21.0,24.0,26.0,32.0,26.0,24.0,22.0,25.0,26.0,24.0,25.0,33.0,45.0,59.0,70.0,79.0,84.0,88.0,89.0,73.0,42.0,25.0,18.0,18.0,19.0,20.0,21.0,25.0,24.0,19.0,18.0,21.0,25.0,29.0,27.0,31.0,39.0,56.0,73.0,67.0,67.0,75.0,88.0,85.0,54.0,33.0,20.0,18.0,25.0,23.0,25.0,24.0,25.0,21.0,22.0,24.0,29.0,32.0,33.0,36.0,38.0,46.0,57.0,62.0,74.0,81.0,82.0,68.0,39.0,26.0,21.0,23.0,19.0,20.0,17.0,19.0,17.0,18.0,14.0,15.0,19.0,23.0,26.0,23.0,29.0,40.0,51.0,51.0,58.0,69.0,66.0,66.0,45.0,33.0,24.0,21.0
Brito Capelo,41.18171453476387,-8.690300669965104,55.0,50.0,83.0,72.0,100.0,66.0,50.0,33.0,38.0,27.0,27.0,27.0,16.0,22.0,27.0,33.0,27.0,22.0,38.0,38.0,44.0,33.0,44.0,55.0,38.0,66.0,50.0,50.0,50.0,44.0,50.0,50.0,61.0,38.0,27.0,44.0,66.0,66.0,44.0,55.0,50.0,50.0,22.0,11.0,16.0,33.0,33.0,33.0,22.0,16.0,38.0,61.0,94.0,83.0,55.0,61.0,72.0,55.0,38.0,27.0,16.0,11.0,16.0,11.0,16.0,33.0,38.0,50.0,27.0,16.0,11.0,16.0,16.0,11.0,11.0,22.0,50.0,38.0,55.0,50.0,66.0,55.0,61.0,77.0,88.0,94.0,72.0,44.0,38.0,44.0,38.0,38.0,33.0,16.0,16.0,11.0,44.0,22.0,27.0,27.0,27.0,27.0,22.0,27.0,33.0,44.0,66.0,61.0,72.0,50.0,44.0,38.0,38.0,38.0,44.0,55.0,44.0,38.0,55.0,55.0,16.0,16.0,27.0,38.0,38.0,44.0,44.0,50.0,27.0,33.0,33.0,33.0,22.0,22.0,22.0,22.0,27.0,38.0,55.0,55.0,44.0,44.0,38.0,27.0,61.0,50.0,55.0,27.0,38.0,38.0,44.0,33.0,22.0,16.0,27.0,33.0,38.0,33.0,27.0,16.0,16.0,22.0,33.0,38.0,33.0,27.0,38.0,44.0
Continente,41.18397975853735,-8.663833609611762,46.0,26.0,20.0,26.0,20.0,20.0,33.0,13.0,20.0,20.0,13.0,20.0,60.0,66.0,53.0,33.0,40.0,60.0,46.0,46.0,33.0,46.0,53.0,53.0,60.0,53.0,40.0,40.0,53.0,66.0,73.0,60.0,46.0,60.0,73.0,80.0,66.0,46.0,60.0,40.0,40.0,20.0,26.0,20.0,13.0,33.0,33.0,46.0,33.0,26.0,40.0,46.0,60.0,53.0,46.0,33.0,26.0,26.0,40.0,46.0,60.0,40.0,46.0,46.0,46.0,53.0,46.0,26.0,20.0,33.0,33.0,46.0,40.0,26.0,26.0,40.0,33.0,33.0,46.0,46.0,66.0,73.0,73.0,73.0,46.0,26.0,20.0,33.0,40.0,46.0,26.0,20.0,13.0,33.0,46.0,46.0,26.0,26.0,20.0,33.0,26.0,46.0,46.0,53.0,46.0,26.0,13.0,26.0,46.0,53.0,53.0,26.0,26.0,20.0,26.0,20.0,33.0,40.0,46.0,26.0,20.0,26.0,53.0,40.0,46.0,33.0,46.0,46.0,53.0,33.0,40.0,53.0,53.0,40.0,53.0,53.0,66.0,53.0,60.0,53.0,46.0,20.0,6.0,0.0,53.0,33.0,33.0,26.0,60.0,53.0,46.0,33.0,33.0,33.0,60.0,26.0,26.0,20.0,20.0,20.0,33.0,60.0,80.0,66.0,73.0,100.0,100.0,66.0
Ponte da Pedra,41.20357764297343,-8.614520583079544,11.0,10.0,16.0,18.0,20.0,18.0,17.0,19.0,24.0,30.0,29.0,32.0,39.0,53.0,58.0,59.0,61.0,62.0,67.0,60.0,39.0,23.0,15.0,13.0,24.0,23.0,20.0,19.0,20.0,20.0,20.0,22.0,24.0,26.0,31.0,36.0,44.0,52.0,61.0,70.0,74.0,88.0,88.0,79.0,48.0,33.0,26.0,22.0,19.0,18.0,20.0,27.0,33.0,36.0,31.0,30.0,34.0,41.0,47.0,45.0,43.0,44.0,51.0,61.0,72.0,93.0,100.0,97.0,61.0,37.0,22.0,18.0,15.0,12.0,16.0,15.0,19.0,26.0,31.0,37.0,37.0,36.0,37.0,39.0,46.0,51.0,59.0,66.0,72.0,82.0,87.0,88.0,52.0,34.0,20.0,13.0,22.0,22.0,22.0,27.0,30.0,30.0,29.0,27.0,26.0,27.0,32.0,33.0,34.0,37.0,47.0,62.0,82.0,91.0,93.0,77.0,43.0,27.0,20.0,24.0,23.0,27.0,29.0,34.0,33.0,38.0,36.0,26.0,27.0,29.0,32.0,25.0,24.0,25.0,38.0,54.0,70.0,80.0,83.0,67.0,39.0,23.0,18.0,25.0,12.0,16.0,17.0,13.0,13.0,16.0,25.0,25.0,29.0,27.0,33.0,36.0,33.0,34.0,38.0,45.0,50.0,67.0,77.0,68.0,39.0,18.0,9.0,9.0
