place_name,lat,lon,sun_04,sun_05,sun_06,sun_07,sun_08,sun_09,sun_10,sun_11,sun_12,sun_13,sun_14,sun_15,sun_16,sun_17,sun_18,sun_19,sun_20,sun_21,sun_22,sun_23,sun_00,sun_01,sun_02,sun_03,mon_04,mon_05,mon_06,mon_07,mon_08,mon_09,mon_10,mon_11,mon_12,mon_13,mon_14,mon_15,mon_16,mon_17,mon_18,mon_19,mon_20,mon_21,mon_22,mon_23,mon_00,mon_01,mon_02,mon_03,tue_04,tue_05,tue_06,tue_07,tue_08,tue_09,tue_10,tue_11,tue_12,tue_13,tue_14,tue_15,tue_16,tue_17,tue_18,tue_19,tue_20,tue_21,tue_22,tue_23,tue_00,tue_01,tue_02,tue_03,wed_04,wed_05,wed_06,wed_07,wed_08,wed_09,wed_10,wed_11,wed_12,wed_13,wed_14,wed_15,wed_16,wed_17,wed_18,wed_19,wed_20,wed_21,wed_22,wed_23,wed_00,wed_01,wed_02,wed_03,thu_04,thu_05,thu_06,thu_07,thu_08,thu_09,thu_10,thu_11,thu_12,thu_13,thu_14,thu_15,thu_16,thu_17,thu_18,thu_19,thu_20,thu_21,thu_22,thu_23,thu_00,thu_01,thu_02,thu_03,fri_04,fri_05,fri_06,fri_07,fri_08,fri_09,fri_10,fri_11,fri_12,fri_13,fri_14,fri_15,fri_16,fri_17,fri_18,fri_19,fri_20,fri_21,fri_22,fri_23,fri_00,fri_01,fri_02,fri_03,sat_04,sat_05,sat_06,sat_07,sat_08,sat_09,sat_10,sat_11,sat_12,sat_13,sat_14,sat_15,sat_16,sat_17,sat_18,sat_19,sat_20,sat_21,sat_22,sat_23,sat_00,sat_01,sat_02,sat_03
Monte do Vale,41.20999706287372,-8.63665425791237,69.0,76.0,69.0,30.0,15.0,23.0,30.0,30.0,23.0,15.0,30.0,46.0,76.0,84.0,84.0,53.0,38.0,38.0,46.0,61.0,84.0,61.0,38.0,30.0,7.0,15.0,30.0,61.0,61.0,92.0,84.0,100.0,76.0,84.0,69.0,92.0,69.0,53.0,23.0,15.0,23.0,38.0,53.0,53.0,46.0,53.0,53.0,23.0,30.0,61.0,53.0,53.0,30.0,53.0,61.0,69.0,30.0,38.0,38.0,30.0,30.0,38.0,46.0,53.0,38.0,46.0,30.0,46.0,38.0,15.0,7.0,23.0,23.0,7.0,15.0,23.0,61.0,76.0,69.0,38.0,46.0,23.0,23.0,38.0,53.0,69.0,53.0,30.0,30.0,15.0,0.0,7.0,30.0,61.0,53.0,38.0,46.0,38.0,53.0,46.0,30.0,38.0,30.0,23.0,38.0,46.0,61.0,69.0,53.0,46.0,38.0,30.0,15.0,23.0,30.0,61.0,76.0,76.0,61.0,53.0,53.0,76.0,76.0,46.0,23.0,38.0,46.0,69.0,61.0,61.0,53.0,61.0,61.0,61.0,46.0,38.0,30.0,23.0,23.0,30.0,46.0,30.0,23.0,23.0,46.0,61.0,53.0,38.0,30.0,30.0,38.0,30.0,38.0,53.0,61.0,69.0,100.0,92.0,92.0,38.0,30.0,15.0,46.0,53.0,84.0,69.0,53.0,46.0
Monte do Vale,41.21015395374467,-8.636769002633937,33.0,50.0,50.0,58.0,58.0,50.0,33.0,25.0,16.0,25.0,50.0,50.0,58.0,83.0,75.0,66.0,58.0,50.0,50.0,33.0,33.0,16.0,16.0,33.0,16.0,33.0,25.0,58.0,50.0,66.0,41.0,33.0,16.0,33.0,41.0,50.0,33.0,33.0,16.0,33.0,75.0,66.0,58.0,75.0,58.0,50.0,50.0,16.0,33.0,33.0,41.0,33.0,33.0,33.0,25.0,16.0,25.0,50.0,75.0,91.0,75.0,66.0,50.0,41.0,33.0,41.0,66.0,75.0,66.0,66.0,41.0,33.0,41.0,41.0,50.0,50.0,50.0,41.0,66.0,50.0,58.0,33.0,25.0,33.0,66.0,41.0,50.0,33.0,41.0,25.0,50.0,41.0,50.0,41.0,33.0,41.0,25.0,16.0,8.0,0.0,8.0,25.0,33.0,33.0,33.0,8.0,16.0,25.0,16.0,8.0,25.0,33.0,33.0,33.0,25.0,33.0,41.0,33.0,50.0,58.0,58.0,50.0,75.0,58.0,83.0,66.0,75.0,66.0,91.0,100.0,100.0,58.0,50.0,58.0,83.0,91.0,83.0,75.0,66.0,58.0,41.0,41.0,41.0,58.0,25.0,50.0,75.0,83.0,83.0,58.0,75.0,66.0,91.0,75.0,58.0,58.0,33.0,50.0,25.0,8.0,8.0,0.0,25.0,50.0,58.0,58.0,41.0,25.0
Tv. Monte do Vale,41.21251852331168,-8.636323878223081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tv. Monte do Vale,41.212754178750565,-8.636260693530225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bela Vista,41.214463498361184,-8.63677591309247,21.0,21.0,14.0,21.0,21.0,28.0,28.0,28.0,7.0,7.0,14.0,21.0,21.0,28.0,57.0,57.0,64.0,50.0,35.0,28.0,21.0,35.0,21.0,14.0,42.0,64.0,57.0,71.0,71.0,92.0,50.0,21.0,28.0,50.0,85.0,57.0,42.0,35.0,42.0,50.0,28.0,42.0,28.0,28.0,57.0,42.0,35.0,35.0,14.0,14.0,21.0,21.0,21.0,14.0,7.0,14.0,21.0,14.0,21.0,35.0,50.0,42.0,28.0,28.0,42.0,50.0,57.0,57.0,64.0,64.0,50.0,35.0,42.0,35.0,50.0,35.0,35.0,14.0,14.0,28.0,42.0,50.0,42.0,57.0,42.0,28.0,57.0,85.0,100.0,64.0,64.0,28.0,21.0,21.0,50.0,57.0,64.0,57.0,85.0,71.0,64.0,71.0,78.0,50.0,35.0,21.0,21.0,42.0,64.0,42.0,35.0,28.0,42.0,64.0,85.0,100.0,64.0,50.0,71.0,50.0,50.0,50.0,57.0,78.0,78.0,57.0,57.0,71.0,28.0,14.0,0.0,0.0,14.0,42.0,57.0,42.0,50.0,35.0,14.0,7.0,7.0,14.0,42.0,42.0,71.0,57.0,71.0,50.0,50.0,50.0,50.0,64.0,64.0,50.0,21.0,28.0,64.0,78.0,71.0,78.0,71.0,78.0,71.0,57.0,50.0,35.0,57.0,50.0
Centro Paroquial (Araújo),41.21884791223592,-8.639316724160048,23.0,23.0,7.0,23.0,38.0,53.0,38.0,46.0,38.0,38.0,15.0,15.0,38.0,46.0,38.0,38.0,53.0,69.0,53.0,53.0,38.0,23.0,23.0,15.0,69.0,53.0,38.0,23.0,53.0,46.0,61.0,46.0,53.0,38.0,38.0,38.0,30.0,15.0,7.0,23.0,38.0,69.0,61.0,69.0,23.0,7.0,15.0,38.0,76.0,92.0,92.0,92.0,84.0,69.0,38.0,30.0,30.0,38.0,38.0,61.0,76.0,53.0,46.0,15.0,23.0,30.0,46.0,38.0,30.0,23.0,30.0,38.0,46.0,23.0,15.0,38.0,30.0,23.0,30.0,38.0,53.0,46.0,46.0,46.0,23.0,15.0,23.0,61.0,84.0,92.0,53.0,38.0,30.0,38.0,76.0,76.0,46.0,76.0,76.0,46.0,53.0,53.0,76.0,61.0,84.0,76.0,100.0,38.0,30.0,38.0,69.0,46.0,46.0,38.0,53.0,69.0,76.0,53.0,53.0,46.0,46.0,53.0,23.0,15.0,15.0,38.0,38.0,53.0,69.0,92.0,84.0,61.0,61.0,46.0,38.0,61.0,61.0,61.0,46.0,23.0,15.0,38.0,53.0,76.0,38.0,30.0,23.0,38.0,53.0,53.0,61.0,53.0,53.0,38.0,38.0,30.0,23.0,23.0,30.0,30.0,38.0,30.0,61.0,61.0,84.0,84.0,100.0,76.0
Centro Paroquial (Araújo),41.21879670915839,-8.639177107471951,14.0,28.0,35.0,21.0,35.0,35.0,64.0,71.0,64.0,57.0,50.0,35.0,35.0,28.0,42.0,35.0,35.0,35.0,21.0,14.0,7.0,7.0,7.0,14.0,64.0,64.0,57.0,50.0,42.0,35.0,35.0,21.0,28.0,21.0,14.0,14.0,7.0,0.0,7.0,21.0,14.0,21.0,28.0,14.0,35.0,50.0,57.0,57.0,21.0,21.0,35.0,50.0,50.0,64.0,50.0,50.0,57.0,42.0,35.0,28.0,28.0,64.0,35.0,50.0,42.0,57.0,42.0,35.0,14.0,21.0,35.0,50.0,21.0,14.0,28.0,42.0,57.0,21.0,14.0,14.0,35.0,28.0,14.0,0.0,7.0,21.0,28.0,35.0,64.0,85.0,57.0,64.0,42.0,42.0,21.0,28.0,28.0,42.0,57.0,35.0,21.0,7.0,21.0,28.0,35.0,50.0,64.0,57.0,57.0,64.0,71.0,35.0,21.0,35.0,71.0,92.0,100.0,57.0,35.0,21.0,92.0,71.0,57.0,35.0,14.0,7.0,7.0,21.0,14.0,7.0,21.0,21.0,28.0,21.0,14.0,14.0,42.0,35.0,35.0,28.0,21.0,42.0,50.0,71.0,71.0,57.0,42.0,21.0,21.0,21.0,28.0,35.0,42.0,42.0,28.0,35.0,35.0,42.0,50.0,71.0,85.0,71.0,57.0,35.0,42.0,35.0,50.0,42.0
Araújo (Metro),41.21730430307552,-8.640752697768454,53.0,53.0,46.0,26.0,26.0,33.0,53.0,53.0,60.0,33.0,46.0,46.0,73.0,73.0,86.0,66.0,53.0,40.0,40.0,46.0,33.0,26.0,33.0,60.0,33.0,40.0,33.0,33.0,26.0,46.0,53.0,46.0,40.0,33.0,33.0,46.0,60.0,60.0,93.0,60.0,53.0,33.0,40.0,40.0,40.0,53.0,46.0,40.0,20.0,20.0,20.0,33.0,33.0,26.0,33.0,26.0,26.0,26.0,33.0,26.0,6.0,0.0,13.0,13.0,26.0,26.0,40.0,40.0,33.0,40.0,40.0,33.0,26.0,66.0,73.0,93.0,86.0,66.0,73.0,100.0,86.0,73.0,33.0,46.0,60.0,73.0,53.0,40.0,53.0,53.0,93.0,73.0,53.0,40.0,33.0,33.0,40.0,33.0,20.0,33.0,33.0,46.0,40.0,26.0,20.0,26.0,40.0,33.0,33.0,13.0,13.0,33.0,33.0,46.0,33.0,40.0,46.0,60.0,33.0,33.0,33.0,46.0,26.0,20.0,6.0,26.0,33.0,40.0,40.0,33.0,26.0,46.0,53.0,73.0,60.0,33.0,20.0,20.0,26.0,33.0,33.0,20.0,33.0,33.0,26.0,40.0,60.0,66.0,73.0,93.0,73.0,46.0,26.0,33.0,40.0,33.0,20.0,33.0,53.0,53.0,46.0,33.0,33.0,46.0,40.0,26.0,13.0,13.0
Araújo (Metro),41.217539901392655,-8.640628614278624,29.0,29.0,17.0,5.0,5.0,29.0,58.0,64.0,70.0,47.0,29.0,35.0,23.0,35.0,35.0,41.0,47.0,70.0,47.0,35.0,29.0,41.0,52.0,52.0,11.0,5.0,23.0,41.0,35.0,23.0,11.0,5.0,11.0,17.0,23.0,41.0,35.0,41.0,17.0,23.0,23.0,11.0,11.0,11.0,11.0,35.0,29.0,23.0,52.0,52.0,35.0,41.0,41.0,41.0,29.0,35.0,35.0,47.0,52.0,58.0,35.0,29.0,17.0,29.0,47.0,64.0,58.0,47.0,41.0,29.0,47.0,64.0,11.0,0.0,5.0,11.0,11.0,17.0,11.0,5.0,0.0,5.0,23.0,23.0,23.0,5.0,0.0,11.0,11.0,11.0,11.0,5.0,11.0,23.0,35.0,23.0,52.0,52.0,76.0,58.0,70.0,64.0,94.0,58.0,52.0,23.0,23.0,11.0,11.0,23.0,23.0,35.0,52.0,64.0,76.0,64.0,41.0,11.0,11.0,23.0,29.0,29.0,23.0,52.0,47.0,52.0,47.0,64.0,76.0,100.0,64.0,52.0,29.0,35.0,58.0,41.0,35.0,17.0,17.0,11.0,11.0,29.0,35.0,47.0,23.0,52.0,52.0,41.0,52.0,52.0,58.0,52.0,41.0,35.0,47.0,58.0,41.0,29.0,23.0,35.0,35.0,52.0,41.0,47.0,52.0,47.0,17.0,17.0
R. Estação do Araújo (Oeste),41.216168735569305,-8.642809133853307,60.0,46.0,53.0,26.0,26.0,33.0,26.0,26.0,53.0,66.0,60.0,40.0,26.0,20.0,33.0,33.0,33.0,40.0,53.0,20.0,13.0,13.0,26.0,60.0,53.0,60.0,60.0,46.0,53.0,20.0,20.0,26.0,60.0,73.0,93.0,66.0,60.0,46.0,53.0,46.0,53.0,33.0,40.0,46.0,40.0,46.0,33.0,46.0,33.0,33.0,20.0,20.0,6.0,20.0,46.0,66.0,66.0,73.0,66.0,73.0,86.0,73.0,73.0,66.0,73.0,66.0,66.0,66.0,66.0,66.0,60.0,46.0,33.0,60.0,60.0,73.0,46.0,26.0,33.0,46.0,40.0,33.0,40.0,40.0,53.0,66.0,73.0,60.0,60.0,60.0,86.0,53.0,53.0,33.0,33.0,20.0,33.0,46.0,60.0,66.0,46.0,26.0,33.0,33.0,60.0,53.0,53.0,46.0,26.0,6.0,6.0,0.0,13.0,33.0,46.0,26.0,20.0,20.0,20.0,20.0,46.0,46.0,46.0,60.0,33.0,26.0,40.0,20.0,20.0,20.0,60.0,46.0,53.0,40.0,60.0,40.0,46.0,26.0,53.0,73.0,86.0,66.0,53.0,46.0,33.0,46.0,33.0,46.0,33.0,33.0,13.0,13.0,6.0,6.0,20.0,26.0,40.0,60.0,80.0,100.0,53.0,26.0,13.0,13.0,13.0,13.0,13.0,33.0
R. Estação do Araújo (Oeste),41.21641033752692,-8.64305828866463,55.0,35.0,30.0,30.0,60.0,55.0,45.0,45.0,45.0,40.0,35.0,25.0,25.0,20.0,30.0,25.0,20.0,20.0,20.0,20.0,10.0,15.0,40.0,60.0,60.0,30.0,20.0,15.0,20.0,30.0,15.0,10.0,10.0,20.0,45.0,55.0,40.0,20.0,15.0,30.0,25.0,25.0,20.0,20.0,30.0,35.0,50.0,40.0,50.0,35.0,35.0,25.0,20.0,25.0,25.0,30.0,15.0,20.0,25.0,20.0,25.0,40.0,50.0,50.0,50.0,40.0,30.0,35.0,25.0,30.0,25.0,35.0,25.0,25.0,20.0,20.0,15.0,15.0,10.0,15.0,15.0,40.0,45.0,50.0,30.0,10.0,10.0,25.0,35.0,35.0,50.0,45.0,45.0,55.0,65.0,55.0,35.0,25.0,10.0,10.0,10.0,20.0,35.0,50.0,30.0,20.0,15.0,20.0,55.0,80.0,75.0,50.0,25.0,20.0,25.0,30.0,40.0,30.0,40.0,30.0,40.0,35.0,35.0,30.0,25.0,30.0,25.0,30.0,30.0,35.0,40.0,50.0,60.0,100.0,75.0,50.0,20.0,20.0,15.0,20.0,25.0,35.0,35.0,30.0,35.0,20.0,15.0,15.0,10.0,25.0,25.0,30.0,20.0,30.0,20.0,20.0,15.0,20.0,20.0,15.0,20.0,25.0,30.0,35.0,30.0,35.0,30.0,40.0
R. do Cal,41.21655511156144,-8.645662803243445,83.0,66.0,41.0,41.0,16.0,16.0,33.0,50.0,58.0,83.0,75.0,66.0,58.0,50.0,75.0,91.0,91.0,91.0,50.0,25.0,41.0,50.0,91.0,100.0,50.0,66.0,50.0,33.0,25.0,33.0,50.0,50.0,58.0,50.0,58.0,41.0,50.0,66.0,50.0,33.0,16.0,25.0,33.0,33.0,33.0,41.0,50.0,58.0,50.0,41.0,58.0,41.0,41.0,58.0,41.0,41.0,41.0,50.0,75.0,75.0,83.0,66.0,66.0,66.0,66.0,66.0,66.0,50.0,50.0,50.0,50.0,33.0,58.0,91.0,75.0,83.0,66.0,91.0,91.0,66.0,58.0,66.0,75.0,91.0,75.0,75.0,83.0,66.0,41.0,33.0,41.0,41.0,16.0,8.0,16.0,41.0,75.0,50.0,33.0,33.0,41.0,33.0,25.0,41.0,75.0,66.0,58.0,33.0,16.0,8.0,25.0,50.0,58.0,66.0,58.0,50.0,66.0,50.0,50.0,58.0,66.0,33.0,50.0,83.0,75.0,50.0,33.0,41.0,33.0,50.0,58.0,33.0,16.0,25.0,33.0,25.0,25.0,25.0,25.0,33.0,50.0,58.0,66.0,75.0,16.0,16.0,50.0,41.0,66.0,83.0,66.0,66.0,33.0,50.0,50.0,58.0,91.0,91.0,75.0,83.0,91.0,50.0,33.0,25.0,41.0,25.0,8.0,8.0
R. do Cal,41.21646863416554,-8.645662128165085,62.0,56.0,56.0,62.0,43.0,56.0,62.0,81.0,62.0,50.0,31.0,50.0,43.0,62.0,56.0,62.0,68.0,68.0,62.0,68.0,62.0,62.0,75.0,75.0,43.0,75.0,100.0,56.0,31.0,25.0,50.0,81.0,81.0,68.0,43.0,37.0,12.0,12.0,18.0,31.0,25.0,25.0,25.0,25.0,37.0,25.0,37.0,18.0,25.0,12.0,18.0,25.0,31.0,18.0,25.0,12.0,6.0,0.0,6.0,18.0,18.0,43.0,50.0,56.0,37.0,56.0,50.0,43.0,31.0,37.0,56.0,37.0,25.0,25.0,31.0,50.0,50.0,25.0,6.0,0.0,12.0,25.0,50.0,50.0,68.0,62.0,43.0,31.0,37.0,62.0,50.0,50.0,50.0,31.0,31.0,18.0,25.0,25.0,25.0,31.0,31.0,37.0,43.0,62.0,37.0,18.0,0.0,6.0,12.0,25.0,37.0,37.0,62.0,75.0,68.0,62.0,31.0,43.0,37.0,37.0,62.0,50.0,43.0,37.0,31.0,18.0,12.0,18.0,43.0,43.0,37.0,18.0,25.0,37.0,43.0,43.0,50.0,43.0,50.0,37.0,31.0,37.0,56.0,81.0,31.0,25.0,50.0,62.0,62.0,68.0,62.0,62.0,68.0,43.0,31.0,18.0,37.0,31.0,31.0,43.0,43.0,62.0,62.0,37.0,31.0,37.0,25.0,25.0
Lugar de Golfeiros,41.22135710773732,-8.652337480605146,46.0,30.0,38.0,46.0,53.0,53.0,61.0,53.0,61.0,38.0,46.0,46.0,30.0,23.0,30.0,69.0,61.0,61.0,92.0,84.0,100.0,46.0,69.0,53.0,69.0,46.0,38.0,38.0,53.0,61.0,38.0,46.0,38.0,46.0,46.0,46.0,46.0,69.0,69.0,53.0,23.0,23.0,30.0,53.0,53.0,38.0,46.0,61.0,76.0,61.0,15.0,23.0,23.0,38.0,38.0,46.0,30.0,23.0,30.0,53.0,69.0,69.0,61.0,61.0,53.0,61.0,46.0,46.0,61.0,84.0,92.0,100.0,38.0,61.0,46.0,30.0,15.0,23.0,53.0,61.0,61.0,61.0,76.0,100.0,92.0,84.0,100.0,76.0,76.0,53.0,69.0,69.0,92.0,61.0,46.0,23.0,53.0,69.0,69.0,53.0,30.0,30.0,46.0,38.0,69.0,84.0,69.0,53.0,23.0,38.0,53.0,84.0,92.0,69.0,38.0,30.0,23.0,38.0,30.0,46.0,38.0,23.0,46.0,30.0,30.0,23.0,30.0,53.0,76.0,92.0,92.0,69.0,69.0,46.0,23.0,15.0,38.0,46.0,46.0,53.0,69.0,84.0,92.0,84.0,46.0,69.0,76.0,76.0,76.0,76.0,61.0,53.0,69.0,84.0,53.0,46.0,38.0,46.0,46.0,61.0,61.0,61.0,61.0,53.0,53.0,38.0,38.0,30.0
Lugar de Golfeiros,41.22128893422697,-8.652477982407076,7.0,28.0,42.0,42.0,42.0,50.0,42.0,35.0,35.0,50.0,64.0,35.0,14.0,14.0,14.0,14.0,21.0,35.0,50.0,57.0,64.0,71.0,28.0,7.0,42.0,35.0,35.0,42.0,78.0,100.0,92.0,78.0,42.0,14.0,7.0,14.0,28.0,28.0,35.0,42.0,28.0,21.0,14.0,35.0,42.0,28.0,21.0,14.0,35.0,21.0,14.0,35.0,78.0,78.0,57.0,21.0,7.0,28.0,35.0,42.0,50.0,71.0,85.0,50.0,42.0,28.0,35.0,50.0,64.0,78.0,64.0,64.0,85.0,78.0,64.0,42.0,35.0,35.0,50.0,50.0,35.0,35.0,42.0,35.0,71.0,50.0,50.0,64.0,50.0,21.0,14.0,7.0,14.0,28.0,35.0,57.0,71.0,64.0,28.0,7.0,7.0,35.0,42.0,42.0,35.0,28.0,35.0,35.0,42.0,35.0,28.0,21.0,35.0,35.0,28.0,35.0,35.0,50.0,71.0,71.0,85.0,64.0,50.0,50.0,35.0,21.0,35.0,28.0,57.0,64.0,64.0,64.0,35.0,14.0,28.0,71.0,71.0,71.0,35.0,28.0,50.0,71.0,78.0,85.0,71.0,78.0,100.0,92.0,78.0,64.0,50.0,50.0,14.0,14.0,28.0,50.0,50.0,57.0,71.0,71.0,71.0,64.0,71.0,50.0,28.0,35.0,35.0,50.0
Carvalhas,41.22394179008088,-8.655374730191426,29.0,47.0,29.0,35.0,17.0,17.0,29.0,35.0,29.0,17.0,23.0,47.0,41.0,29.0,23.0,29.0,41.0,35.0,29.0,17.0,29.0,17.0,5.0,11.0,41.0,29.0,23.0,17.0,29.0,35.0,29.0,17.0,11.0,17.0,17.0,23.0,23.0,29.0,17.0,29.0,29.0,52.0,52.0,58.0,52.0,41.0,41.0,23.0,29.0,35.0,47.0,29.0,47.0,41.0,52.0,41.0,52.0,35.0,23.0,11.0,17.0,41.0,58.0,64.0,47.0,35.0,35.0,41.0,52.0,35.0,35.0,29.0,52.0,58.0,70.0,64.0,35.0,29.0,41.0,35.0,35.0,23.0,29.0,35.0,47.0,23.0,23.0,23.0,11.0,17.0,17.0,11.0,23.0,47.0,58.0,47.0,5.0,17.0,41.0,35.0,41.0,52.0,41.0,35.0,35.0,47.0,82.0,76.0,70.0,58.0,41.0,23.0,29.0,23.0,23.0,29.0,11.0,11.0,11.0,11.0,17.0,35.0,23.0,17.0,11.0,11.0,17.0,11.0,17.0,29.0,35.0,23.0,29.0,41.0,35.0,47.0,23.0,23.0,23.0,17.0,11.0,23.0,17.0,11.0,41.0,23.0,17.0,35.0,41.0,17.0,23.0,23.0,58.0,41.0,58.0,64.0,58.0,58.0,64.0,76.0,100.0,88.0,70.0,52.0,47.0,47.0,47.0,41.0
Carvalhas,41.22429471105183,-8.655768662631404,60.0,93.0,86.0,66.0,53.0,46.0,26.0,40.0,33.0,33.0,26.0,26.0,20.0,13.0,26.0,33.0,26.0,20.0,20.0,33.0,46.0,53.0,40.0,66.0,53.0,46.0,26.0,53.0,73.0,86.0,60.0,40.0,26.0,20.0,20.0,46.0,53.0,53.0,66.0,66.0,66.0,46.0,53.0,53.0,73.0,60.0,73.0,60.0,40.0,33.0,33.0,20.0,33.0,20.0,13.0,26.0,33.0,40.0,33.0,53.0,66.0,66.0,46.0,20.0,20.0,40.0,53.0,53.0,53.0,53.0,60.0,33.0,20.0,40.0,33.0,40.0,20.0,26.0,26.0,40.0,60.0,66.0,66.0,46.0,40.0,40.0,40.0,40.0,66.0,46.0,46.0,20.0,26.0,33.0,26.0,26.0,40.0,26.0,33.0,40.0,53.0,40.0,66.0,33.0,26.0,13.0,20.0,40.0,33.0,20.0,20.0,20.0,13.0,20.0,20.0,33.0,26.0,33.0,33.0,26.0,20.0,26.0,40.0,33.0,20.0,20.0,60.0,53.0,53.0,26.0,26.0,20.0,40.0,33.0,33.0,60.0,53.0,53.0,26.0,26.0,40.0,73.0,40.0,26.0,40.0,26.0,26.0,40.0,86.0,80.0,100.0,80.0,66.0,33.0,46.0,60.0,73.0,60.0,60.0,60.0,86.0,100.0,93.0,60.0,40.0,46.0,60.0,53.0
,41.22635832681308,-8.657762802059452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xanana Gusmão,41.18900909328666,-8.641176722641278,66.0,73.0,60.0,53.0,40.0,73.0,73.0,100.0,66.0,46.0,53.0,53.0,46.0,73.0,60.0,53.0,60.0,60.0,46.0,26.0,20.0,20.0,26.0,40.0,26.0,33.0,46.0,53.0,60.0,66.0,53.0,33.0,40.0,40.0,46.0,40.0,53.0,33.0,20.0,20.0,33.0,33.0,53.0,40.0,60.0,46.0,46.0,46.0,33.0,20.0,20.0,26.0,46.0,40.0,46.0,40.0,53.0,40.0,33.0,26.0,26.0,26.0,6.0,6.0,6.0,13.0,26.0,33.0,26.0,33.0,26.0,33.0,33.0,46.0,53.0,26.0,26.0,26.0,33.0,20.0,13.0,26.0,33.0,26.0,40.0,53.0,66.0,40.0,26.0,13.0,13.0,20.0,33.0,40.0,33.0,40.0,66.0,26.0,20.0,20.0,20.0,20.0,26.0,53.0,40.0,53.0,33.0,46.0,26.0,26.0,33.0,66.0,73.0,46.0,33.0,13.0,20.0,33.0,60.0,86.0,66.0,46.0,40.0,26.0,26.0,46.0,33.0,13.0,13.0,20.0,33.0,33.0,33.0,13.0,20.0,40.0,66.0,73.0,66.0,53.0,46.0,66.0,80.0,66.0,53.0,66.0,53.0,40.0,40.0,40.0,26.0,13.0,20.0,20.0,20.0,53.0,53.0,60.0,60.0,53.0,33.0,33.0,33.0,66.0,60.0,86.0,73.0,73.0
Xanana Gusmão,41.18888930432706,-8.641328437449024,93.0,66.0,40.0,33.0,26.0,20.0,13.0,40.0,40.0,40.0,46.0,46.0,53.0,53.0,46.0,46.0,33.0,33.0,13.0,13.0,20.0,33.0,46.0,66.0,73.0,80.0,53.0,33.0,13.0,20.0,26.0,26.0,20.0,20.0,20.0,26.0,40.0,46.0,66.0,46.0,46.0,46.0,40.0,33.0,46.0,33.0,53.0,66.0,40.0,33.0,40.0,20.0,26.0,33.0,20.0,53.0,60.0,93.0,53.0,60.0,40.0,53.0,46.0,53.0,86.0,73.0,60.0,53.0,40.0,60.0,46.0,33.0,80.0,73.0,80.0,93.0,100.0,73.0,40.0,20.0,20.0,33.0,73.0,73.0,40.0,6.0,13.0,13.0,20.0,40.0,46.0,26.0,13.0,26.0,60.0,86.0,46.0,33.0,20.0,13.0,13.0,13.0,6.0,20.0,40.0,60.0,53.0,46.0,33.0,20.0,40.0,40.0,40.0,26.0,40.0,40.0,40.0,46.0,73.0,60.0,13.0,13.0,26.0,26.0,33.0,40.0,46.0,60.0,60.0,60.0,60.0,40.0,26.0,33.0,26.0,26.0,20.0,6.0,13.0,33.0,40.0,26.0,13.0,6.0,26.0,46.0,60.0,73.0,40.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,33.0,46.0,53.0,46.0,40.0,46.0,60.0,66.0,46.0,13.0,6.0
